어린이집명,시도명,시군구명,어린이집유형구분,정원수,보육교직원수,소재지도로명주소,어린이집전화번호,어린이집팩스번호,보육실수,놀이터수,CCTV설치수,통학차량운영여부,홈페이지주소,데이터기준일자
산마루어린이집,경기도,구리시,민간,64,10,"경기도 구리시 산마루로 46 관리동(갈매동,갈매4단지)",031-571-2203,031-8963-8741,5,1,,N,,2023-10-19
샘뜰어린이집,경기도,구리시,가정,20,4,경기도 구리시 체육관로 45 구리우성아파트 109동 101호,031-552-8859,,4,0,,N,,2023-10-19
숲속어린이집,경기도,구리시,가정,20,9,"경기도 구리시 갈매중앙로 131 312동 102호(갈매동, 한라비발디)",031-527-0132,031-527-0132,4,0,,N,,2023-10-19
시립갈매아이파크어린이집,경기도,구리시,국공립,87,13,경기도 구리시 경춘북로 252 갈매역아이파크아파트 내,031-571-5767,,5,1,,N,,2023-10-19
시립갈매푸르지오어린이집,경기도,구리시,국공립,48,9,경기도 구리시 갈매중앙로 16 푸르지오아파트 내,031-573-8739,031-573-8740,4,0,,N,vnfmwldh8739,2023-10-19
시립구리수자인어린이집,경기도,구리시,국공립,27,9,경기도 구리시 경춘로276번길 21 107동 1층,031-554-3779,,4,0,,N,,2023-10-19
시립동구어린이집,경기도,구리시,국공립,178,33,경기도 구리시 동구릉로 217-16 동구동,031-557-8698,031-557-1525,9,2,,Y,,2023-10-19
시립새빛어린이집,경기도,구리시,국공립,69,16,경기도 구리시 갈매순환로 143 관리동,031-574-5679,031-573-5679,5,1,,N,,2023-10-19
시립인창어린이집,경기도,구리시,국공립,99,19,경기도 구리시 인창2로43번길 50,031-558-6438,031-557-6438,6,1,,Y,,2023-10-19
시립장자어린이집,경기도,구리시,국공립,45,8,경기도 구리시 장자대로 34 (교문동),031-555-5788,031-568-5788,4,0,,N,,2023-10-19
시립토평마을어린이집,경기도,구리시,국공립,120,24,경기도 구리시 벌말로129번길 50 (토평동),031-551-7942,031-556-2004,7,2,,N,,2023-10-19
시립행복가득어린이집,경기도,구리시,국공립,53,13,경기도 구리시 체육관로74번길 67 시립행복가득어린이집,031-557-0853,031-557-0854,4,2,,N,,2023-10-19
시찌다어린이집,경기도,구리시,가정,20,6,경기도 구리시 장자대로1번길 62-23,031-558-5152,,2,1,,N,,2023-10-19
신광어린이집,경기도,구리시,민간,99,14,경기도 구리시 동구릉로 217-9 (인창동),031-562-1333,031-566-0320,7,1,,Y,http://sgkids.kidswon.com,2023-10-19
아가궁전어린이집,경기도,구리시,가정,15,7,"경기도 구리시 건원대로34번길 77 602동 102호(인창동, 주공6단지아파트)",031-567-5575,,3,0,,N,,2023-10-19
아름어린이집,경기도,구리시,민간,41,8,경기도 구리시 동구릉로85번길 17 (인창동),031-553-1001,031-553-1399,3,0,,Y,,2023-10-19
아이랑어린이집,경기도,구리시,가정,19,7,"경기도 구리시 원수택로 20 101동 105호(수택동, 쌍용아파트)",031-567-4796,031-567-4795,3,0,,N,,2023-10-19
아이스타어린이집,경기도,구리시,가정,20,6,"경기도 구리시 산마루로 46 412동 103호(갈매동, 갈매스타힐스)",070-8879-2222,,3,0,,N,,2023-10-19
이든샘어린이집,경기도,구리시,가정,20,6,"경기도 구리시  갈매중앙로 16 702동 103호(갈매동, 구리갈매푸르지오아파트)",031-510-4390,031-510-4390,3,0,,N,,2023-10-19
새봄어린이집,경기도,구리시,가정,20,6,"경기도 구리시 갈매중앙로 25 601동 102호 (갈매동, 갈매6단지)",031-512-2146,031-512-2141,3,0,,N,,2023-10-19
수피아어린이집,경기도,구리시,가정,20,8,"경기도 구리시 갈매중앙로 16 703동 102호(갈매동, 대우푸르지오아파트)",031-8034-9009,031-8034-9009,3,0,,N,cafe.naver.com/supiachildren,2023-10-19
시립갈매스위첸어린이집,경기도,구리시,국공립,93,17,경기도 구리시 갈매중앙로 25 갈매6단지아파트 내,031-528-3350,,6,1,,N,,2023-10-19
시립갈매어린이집,경기도,구리시,국공립,70,13,경기도 구리시 갈매중앙로 80 (갈매동),031-571-0880,031-571-9594,5,0,,Y,,2023-10-19
시립갈매행복어린이집,경기도,구리시,국공립,89,20,경기도 구리시 갈매중앙로 132 이스트힐아파트 내 어린이집,031-574-5767,031-574-5767,5,1,,N,,2023-10-19
시립딸기원어린이집,경기도,구리시,국공립,42,8,경기도 구리시 딸기원중문길 29 (교문동),031-564-3443,031-564-1443,4,0,,Y,,2023-10-19
시립수택어린이집,경기도,구리시,국공립,69,11,경기도 구리시 안골로64번길 10 이편한세상 수택 센트럴파크 내,031-555-5490,031-555-5497,4,1,,N,,2023-10-19
시립어반포레어린이집,경기도,구리시,국공립,54,11,경기도 구리시 건원대로33번길 9 인창동 어반포레아파트 내,031-555-1705,,4,1,,N,,2023-10-19
아띠어린이집,경기도,구리시,민간,87,10,경기도 구리시 체육관로 59 (교문동),031-566-7017,031-551-9054,5,2,,Y,,2023-10-19
아이나무어린이집,경기도,구리시,가정,20,8,"경기도 구리시 장자대로37번길 20 101동 101호(교문동, 교문동양고속아파트)",031-515-4549,031-515-4549,3,0,,N,,2023-10-19
아이빛나어린이집,경기도,구리시,가정,17,6,"경기도 구리시 체육관로 40 302동 105호(수택동, 한성)",031-515-5762,0504-201-3361,3,0,,N,,2023-10-19
아이와어린이집,경기도,구리시,민간,52,11,경기도 구리시 이문안로113번길 26-13,031-562-1132,031-562-1131,5,1,,Y,,2023-10-19
조아어린이집,경기도,구리시,민간,140,24,경기도 구리시 건원대로99번길 132,031-564-1004,031-569-9093,8,2,,Y,cafe.naver.com/joapreschool,2023-10-19
주공아가어린이집,경기도,구리시,가정,20,9,"경기도 구리시 건원대로76번길 39 203동106호(인창동, 인창주공아파트)",031-554-1222,031-554-1223,3,0,,N,,2023-10-19
주공이지 어린이집,경기도,구리시,가정,20,6,"경기도 구리시 건원대로76번길 39 211동 103호(인창동, 주공2단지아파트)",031-512-8602,,3,1,,N,,2023-10-19
청담어린이집,경기도,구리시,가정,20,7,경기도 구리시 산마루로 46 411동 104호,031-510-8020,0505-041-4388,3,0,,N,,2023-10-19
큰나무어린이집,경기도,구리시,민간,31,11,경기도 구리시 장자대로 38 금호1차 아파트 관리동,031-556-5952,031-516-2928,4,0,,N,,2023-10-19
키움어린이집,경기도,구리시,민간,49,7,경기도 구리시 응달말로 32,031-567-2004,031-567-2032,7,0,,N,,2023-10-19
토리어린이집,경기도,구리시,가정,20,7,"경기도 구리시 동구릉로 226 104동 102호(인창동, 구리인창금호아파트)",031-528-5127,,3,0,,Y,,2023-10-19
토평사임당어린이집,경기도,구리시,가정,20,10,"경기도 구리시 장자호수길 125 103동 102호(토평동, 토평마을e편한세상아파트)",031-558-7942,031-557-7942,3,0,,N,,2023-10-19
포스코 아람어린이집,경기도,구리시,가정,20,7,"경기도 구리시 인창2로 13 103동 101호(인창동,더샵그린포레1단지)",031-565-5126,,3,0,,N,,2023-10-19
푸른어린이집,경기도,구리시,가정,20,8,"경기도 구리시 체육관로 54 101동 107호(수택동, 엘지원앙아파트)",031-556-1060,031-556-1060,3,0,,N,,2023-10-19
피터팬어린이집,경기도,구리시,가정,20,12,"경기도 구리시 체육관로 122 102동 107호(교문동, 동방)",031-566-1930,031-566-1930,3,0,,Y,,2023-10-19
하랑어린이집,경기도,구리시,민간,39,9,경기도 구리시 인창2로27번길 28 (인창동),031-566-9700,031-566-9701,6,0,,Y,,2023-10-19
하솜어린이집,경기도,구리시,가정,20,11,"경기도 구리시 경춘북로 252 806동 101호(갈매동, 갈매역아이파크)",070-8802-8203,,3,0,,N,,2023-10-19
하얀어린이집,경기도,구리시,민간,176,27,경기도 구리시 벌말로129번길 86 토평동,031-551-3333,031-562-1245,11,1,,Y,,2023-10-19
한가람어린이집,경기도,구리시,가정,20,6,"경기도 구리시 장자대로37번길 70 106동 106호(교문동, 한가람아파트)",031-514-0845,031-569-3399,3,0,,N,,2023-10-19
한빛꼬마어린이집,경기도,구리시,가정,19,8,"경기도 구리시 응달말로52번길 10 101동 106호(인창동, 정은스카이빌)",031-556-8287,031-557-8298,3,0,,Y,,2023-10-19
해나라어린이집,경기도,구리시,가정,20,9,"경기도 구리시 갈매중앙로 25 607동 101호 (갈매동, 갈매6단지)",031-573-9645,,3,0,,N,,2023-10-19
해이든어린이집,경기도,구리시,민간,62,13,경기도 구리시 동구릉로238번길 20 한진그랑빌아파트 단지내,031-512-2114,031-514-4114,4,1,,Y,,2023-10-19
해피아이어린이집,경기도,구리시,가정,19,7,"경기도 구리시 동구릉로85번길 17 101동 101호(인창동, 아름마을원일아파트)",031-558-8421,031-558-8421,3,0,,N,,2023-10-19
홍익어린이집,경기도,구리시,가정,17,10,"경기도 구리시 건원대로76번길 134 402동 104호(인창동, 인창주공4단지아파트)",031-567-0063,031-567-0063,3,0,,Y,,2023-10-19
이삭어린이집,경기도,구리시,가정,20,8,"경기도 구리시 동구릉로 93 701동 104호(인창동, 아름마을일신7단지아파트)",031-553-1070,031-553-1070,4,0,,Y,,2023-10-19
자람어린이집,경기도,구리시,가정,20,7,"경기도 구리시 동구릉로 114 106동 103호(인창동, 현대아파트)",031-566-0206,031-566-0206,3,0,,N,,2023-10-19
작은숲어린이집,경기도,구리시,가정,20,4,"경기도 구리시 원수택로12번길 9 101호 (수택동, 유창뉴튼하우스)",031-553-2207,031-553-2207,3,1,,Y,,2023-10-19
대림어린이집,경기도,구리시,가정,20,6,경기도 구리시 동구릉로129번길 23 인창2차이-편한세상 관리동,031-567-1281,031-624-2281,3,0,,N,,2023-10-19
더샵사랑어린이집,경기도,구리시,민간,53,9,경기도 구리시 갈매순환로 10 갈매더샵나인힐스 관리동,031-572-3210,,5,1,,N,,2023-10-19
도담어린이집,경기도,구리시,가정,18,6,"경기도 구리시 벌말로 226 501동 101호(수택동, 토평주공아파트)",031-555-4458,,3,0,,N,,2023-10-19
동심어린이집,경기도,구리시,가정,20,7,"경기도 구리시 수택천로 60 102동 105호(수택동, 수택주공아파트)",031-558-1106,031-558-1106,3,0,,N,,2023-10-19
동화나라어린이집,경기도,구리시,가정,20,6,"경기도 구리시 동구릉로103번길 61 104동 104호(인창동, 동양주택조합)",031-513-8698,031-513-8698,3,0,,N,,2023-10-19
드림모아어린이집,경기도,구리시,가정,20,6,"경기도 구리시 건원대로 56 308동 101호(인창동, 삼보)",031-554-6533,031-554-6534,3,0,,N,,2023-10-19
뜰에빛어린이집,경기도,구리시,민간,50,11,경기도 구리시 갈매중앙로 45 관리동,031-571-6696,031-571-6696,5,1,,N,,2023-10-19
리틀꿈초롱어린이집,경기도,구리시,가정,20,8,"경기도 구리시 동구릉로238번길 20 106동 101호(인창동, 한진그랑빌아파트)",031-568-3780,,3,3,,N,,2023-10-19
마음이어린이집,경기도,구리시,가정,20,6,"경기도 구리시 갈매중앙로 131 307동 101호(갈매동,한라비발디)",031-513-8868,,4,0,,N,,2023-10-19
사임당어린이집,경기도,구리시,민간,49,13,경기도 구리시 검배로72번길 92 사임당어린이집,031-556-1919,031-555-4651,6,1,,Y,,2023-10-19
초록빛어린이집,경기도,구리시,가정,20,5,"경기도 구리시 갈매중앙로 16 704동 102호(갈매동, 대우푸르지오아파트)",031-571-7321,,3,0,,N,,2023-10-19
큰빛어린이집,경기도,구리시,민간,44,7,경기도 구리시 체육관로 64,031-564-3399,031-551-2050,4,0,,Y,,2023-10-19
토리랑어린이집,경기도,구리시,가정,15,7,"경기도 구리시 건원대로34번길 77 609동 102호(인창동, 인창6단지주공아파트)",031-552-2255,031-523-2201,3,0,,N,,2023-10-19
토마토어린이집,경기도,구리시,가정,20,6,"경기도 구리시 동구릉로129번길 24 104동 103호(인창동, 성원)",031-516-5235,,3,0,,N,,2023-10-19
토평어린이집,경기도,구리시,민간,27,8,경기도 구리시 장자호수길 125 토평마을e편한세상아파트 단지내 토평어린이집,031-555-1753,031-555-1763,4,0,,Y,,2023-10-19
현대가온어린이집,경기도,구리시,가정,16,2,경기도 구리시 동구릉로 114 현대아파트 관리동 2층 (인창동),031-555-8562,050-4398-1741,3,0,,N,,2023-10-19
꿈이룸어린이집,경기도,구리시,가정,14,5,경기도 구리시 건원대로 92 112동 105호(인창동 1단지주공아파트),031-514-3141,,3,1,,N,,2023-10-19
늘사랑어린이집,경기도,구리시,민간,41,8,경기도 구리시 벌말로 226 검배 주공5차 아파트 관리동 (수택동),031-558-1278,031-558-1278,4,0,,N,,2023-10-19
갈매아이어린이집,경기도,구리시,가정,20,8,"경기도 구리시 경춘북로 252 803동 103호 (갈매동, 갈매역아이파크)",031-514-4955,,3,0,,N,,2023-10-19
앙팡어린이집,경기도,구리시,가정,20,8,"경기도 구리시 건원대로76번길 39 203동 101호 (인창동, 인창2단지주공아파트)",031-554-1230,031-554-1223,3,0,,N,,2023-10-19
어울림어린이집,경기도,구리시,가정,20,6,"경기도 구리시 갈매중앙로 131 306동 102호(갈매동,LH갈매3단지)",031-575-9497,031-575-9496,3,0,,N,,2023-10-19
예닮어린이집,경기도,구리시,민간,62,11,경기도 구리시 갈매중앙로 131 한라비발디 단지 내,031-528-5277,031-528-5276,6,2,,N,,2023-10-19
예림어린이집,경기도,구리시,가정,20,9,"경기도 구리시 동구릉로85번길 76 501동 102호(인창동, 아름마을인창래미안아파트)",031-556-3991,031-556-3991,3,0,,N,,2023-10-19
와이즈키즈어린이집,경기도,구리시,가정,20,7,"경기도 구리시 동구릉로129번길 24 101동 102호(인창동, 성원2차아파트)",031-566-1281,031-566-1281,4,0,,N,,2023-10-19
원일어린이집,경기도,구리시,가정,20,6,"경기도 구리시 동구릉로85번길 17 103동 108호(인창동, 원일아름)",031-551-3256,,3,1,,Y,,2023-10-19
구리경찰서어린이집,경기도,구리시,직장,50,17,경기도 구리시 아차산로 359,031-568-9733,031-568-9734,4,1,,N,,2023-10-19
구리사랑어린이집,경기도,구리시,직장,60,14,경기도 구리시 아차산로 439 구리사랑어린이집 (교문동),031-550-2946,031-550-2948,4,1,,N,,2023-10-19
금초롱어린이집,경기도,구리시,가정,15,8,"경기도 구리시 건원대로 92 101동 101호(인창동, 주공1단지아파트)",031-569-0221,,3,0,,N,,2023-10-19
군포경찰서어린이집,경기도,군포시,직장,100,20,경기도 군포시 산본로324번길 16,031-391-1233,031-391-1232,8,2,39,N,http://hansol-gppolice.kidsnote.ac,2022-05-03
군포시립고은 어린이집,경기도,군포시,국공립,20,5,경기도 군포시 산본천로227번길 60 (산본동),031-391-4931,031-391-4933,5,0,12,N,,2022-05-03
군포시립노동종합복지관어린이집,경기도,군포시,국공립,82,14,경기도 군포시 용호1로21번길 14 노동종합복지관 내 1층 (당동),031-394-7072,031-394-7073,5,1,8,N,,2022-05-03
군포시립두산어린이집,경기도,군포시,국공립,20,9,"경기도 군포시 군포로464번길 19 103동 101호(당동, 두산아파트)",031-398-6067,031-398-7744,3,0,5,N,http://cafe.daum.net/gomacho,2022-05-03
군포시립무궁화어린이집,경기도,군포시,국공립,18,7,"경기도 군포시 산본로 296 111동 107호(금정동, 무궁화주공아파트)",031-398-6047,031-398-7047,3,2,3,N,http://cafe.daum.net/gunpomgh,2022-05-03
군포시립송정금강어린이집,경기도,군포시,국공립,65,12,경기도 군포시 송부로96번길 13,031-416-5100,031-416-5101,5,1,8,N,,2022-05-03
군포시립송정어린이집,경기도,군포시,국공립,47,8,경기도 군포시 송부로49번길 15 101동 1층,031-502-7070,031-502-7071,3,0,9,N,,2022-05-03
초록사과어린이집,경기도,군포시,가정,15,5,"경기도 군포시 산본로 296 106동 104호(금정동, 무궁화주공아파트)",031-393-0377,031-395-0377,3,0,4,N,http/daum.net. baeuty7979,2022-05-03
코끼리맘어린이집,경기도,군포시,가정,12,4,"경기도 군포시 번영로 380 403동 101호(산본동, 한라1차아파트)",031-398-8482,,3,0,3,N,,2022-05-03
큰사랑어린이집,경기도,군포시,민간,60,10,경기도 군포시 당산로156번길 39 (금정동),031-454-0301,031-429-3638,6,1,7,Y,,2022-05-03
키즈랜드어린이집,경기도,군포시,가정,14,5,경기도 군포시 당정역로38번길 11 당정동,031-427-0740,,2,2,5,N,,2022-05-03
킨더하임어린이집,경기도,군포시,민간,43,9,"경기도 군포시 용호1로16번길 6 1층, 킨더하임어린이집",031-429-0707,031-629-5049,5,1,6,Y,,2022-05-03
토리어린이집,경기도,군포시,가정,20,7,"경기도 군포시 고산로643번길 9 1235동 101호(산본동, 우방목련)",031-395-6976,031-395-6976,4,4,4,N,,2022-05-03
키즈맘어린이집,경기도,군포시,가정,15,5,"경기도 군포시 산본천로 34 636동 102호(산본동, 세종)",031-392-2412,031-392-2412,3,0,3,N,,2022-05-03
태양어린이집,경기도,군포시,가정,20,7,"경기도 군포시 고산로151번길 26-23 101동 104호(당정동, 당정마을엘지1단지아파트)",031-346-1346,031-346-1346,4,0,4,Y,,2022-05-03
토마토어린이집,경기도,군포시,가정,15,4,"경기도 군포시 고산로643번길 10 1151동 103호(산본동, 신안모란아파트)",031-392-5777,031-392-5777,4,1,4,N,,2022-05-03
