"관리번호",공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
41220-00457,신3리 마을쉼터,기타,,경기도 평택시 오성면 신리리 111-10,37.003290,127.015501,1000,마라톤운동기+온몸근육풀기+온몸허리돌리기,,음수전,,맹암거+배수관+배수로+벤치플륨관 +원형수로관+집수정+흉관,,경기도 평택시청,031-8024-4248,2024-03-08
41220-00458,신4리 마을쉼터,기타,,경기도 평택시 오성면 창내리 118-1,37.001443,127.019652,1652,고무칩포장+등허리지압기+배드민턴장+배드민턴지주대+온몸근육풀기+온몸역기올리기+온몸허리돌리기+윗몸일으키기+지압보도+하늘걷기,,화장실,,배수로+버스정류장 쉼터+수목보호덮개+우수관+집수정+측구수로,,경기도 평택시청,031-8024-4248,2024-03-08
41220-00459,신왕2리 마을쉼터,기타,,경기도 평택시 현덕면 신왕리 148,36.937995,126.969326,1138,마라톤운동기+배드민턴장+배드민턴장 네트+어깨근육풀기+온몸허리돌리기+하늘걷기,,음수전,,배수로+집수정,,경기도 평택시청,031-8024-4248,2024-03-08
41220-00460,율북3리 마을쉼터,기타,,경기도 평택시 청북면 율북리 248-2,37.068742,126.984326,2681,등허리지압기+온몸근육풀기+온몸역기올리기+온몸허리돌리기+윗몸일으키기+족구대+족구장+하늘걷기,,음수전+화장실,,배수로+벤치플륨관+상수관,,경기도 평택시청,031-8024-4248,2024-03-08
41220-00461,율북5리 마을쉼터,기타,,경기도 평택시 청북면 율북리 94,37.070018,126.978566,2244,고무매트포장+등허리지압기+온몸근육풀기+온몸허리돌리기,,음수전,,수목보호덮개+집수정+트랜치,,경기도 평택시청,031-8024-4248,2024-03-08
41220-00462,죽5리 마을쉼터,기타,,경기도 평택시 오성면 죽리리 75-16,37.009495,126.977831,826,온몸근육풀기+온몸허리돌리기+하늘걷기,그네+모래포장+시소+조합놀이대,음수전,,배수관+상수관+제수변+집수정+트랜치,,경기도 평택시청,031-8024-4248,2024-03-08
41220-00463,창내1리 마을쉼터,기타,,경기도 평택시 오성면 창내리 108-14,36.995303,127.023224,906,3단 철봉+거꾸로매달리기+등허리지압기+발바닥지압기+배드민턴장+배드민턴지주대+온몸노젓기+온몸허리돌리기,고무칩포장+조합놀이대,음수전,,수목보호덮개+집수정+트랜치,,경기도 평택시청,031-8024-4248,2024-03-08
41220-00464,창내2리 마을쉼터,기타,,경기도 평택시 오성면 창내리 21-63,36.987835,127.019992,1200,등허리지압기+옆파도타기+온몸근육풀기+온몸허리돌리기+족구대+족구장+하늘걷기,모래포장+조합놀이대+흔들놀이,음수전+화장실,,배수로+집수정,,경기도 평택시청,031-8024-4248,2024-03-08
41220-00465,창내3리 마을쉼터,기타,,경기도 평택시 오성면 창내리 40-6,36.996567,127.012236,1979,,그네+그네보호대+모래포장+시소+흔들놀이,,,우수관+집수정,,경기도 평택시청,031-8024-4248,2024-03-08
41220-00466,창내4리 마을쉼터,기타,,경기도 평택시 오성면 창내리 94,36.988795,127.027970,2353,등허리지압기+발바닥지압-손잡이+발바닥지압걷기+온몸근육풀기+온몸허리돌리기+족구장+족구지주+하늘걷기,모래포장+조합놀이대,음수전,,빗물받이+상수관+수목보호판+우수관+집수정+측구수로,,경기도 평택시청,031-8024-4248,2024-03-08
41220-00534,신대리문화공원,문화공원,,경기도 평택시 팽성읍 신대리 210-39,36.943755,126.997047,99999,,,,,,2020-10-15,경기도 평택시청,031-8024-4248,2024-03-08
41220-00202,용죽 역사공원(용죽지구),역사공원,,경기도 평택시 용이동 660,36.997961,127.127348,36140.4,,강아지흔들놀이대+고양이흔들놀이대+그네놀이대+놀이시설 경계+양흔들놀이대+조합놀이대2,자전거보관대+화장실,,U형측구+배수관+오수관(PVC PIPE)+오수맨홀+집수정+판넬식옹벽,2010-11-24,경기도 평택시청,031-8024-4248,2024-03-08
41220-00203,원효대사 역사공원,역사공원,,경기도 평택시 포승읍 원정리 산109-37,37.004727,126.822483,7131,,,,,,2016-02-29,경기도 평택시청,031-8024-4248,2024-03-08
41220-00470,1호 소공원(화양지구),소공원,,경기도 평택시 현덕면 운정리 272-5,36.977742,126.898161,1266,,,,,,2013-10-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00471,2호 소공원(화양지구),소공원,,경기도 평택시 현덕면 도대리 348전,36.966395,126.902177,1398,,,,,,2013-10-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00472,고렴산단 소공원(고렴산단),소공원,,경기도 평택시 청북읍 고렴리 1130,37.055594,126.932660,3720.1,,,음수전,,수목보호틀+우수관(흄관)+집수정,2012-06-11,경기도 평택시청,031-8024-4248,2024-03-08
41220-00473,길음2리 소공원(길음지구),소공원,,경기도 평택시 오성면 길음리 320-3,36.984956,126.970081,2554,등허리지압기+온몸근육풀기+온몸허리돌리기+하늘걷기,고무매트포장+조합놀이대+흔들놀이,음수전+주차장+화장실,,배수로+집수정,2012-06-14,경기도 평택시청,031-8024-4248,2024-03-08
41220-00474,길음3리 소공원(길음지구),소공원,,경기도 평택시 오성면 길음리 293-5,36.984836,126.969215,1450,농구대+등허리지압기+온몸근육풀기+온몸허리돌리기+원형발바닥지압걷기+정구대+정구장,고무칩포장+조합놀이대,음수전+주차장+화장실,,정구연습용옹벽+집수정+트랜치,2012-06-14,경기도 평택시청,031-8024-4248,2024-03-08
41220-00475,대반5리 소공원(대반지구),소공원,,경기도 평택시 안중읍 대반리 622-3,36.979213,126.958015,1189,마라톤운동기+발바닥지압대+옆파도타기+온몸근육풀기+온몸노젓기+온몸허리돌리기+하늘걷기,모래포장+조합놀이대,음수전,,수목보호대+옹벽블럭+조형석+집수정,2012-06-14,경기도 평택시청,031-8024-4248,2024-03-08
41220-00476,대반리 소공원(대반지구),소공원,경기도 평택시 안중읍 대반4길 73-11,경기도 평택시 안중읍 대반리 468-3,36.980019,126.953661,888,,,,,,2012-06-14,경기도 평택시청,031-8024-4248,2024-03-08
41220-00477,소공원 1호(양교지구),소공원,,경기도 평택시 오성면 양교리 915-47,37.021348,126.949833,9308,,,,,,2011-04-05,경기도 평택시청,031-8024-4248,2024-03-08
41220-00478,소공원 1호(황해경제자유구역 현덕지구),소공원,,경기도 평택시 현덕면 장수리 84-2,36.938793,126.896325,7009,,,,,,2016-06-17,경기도 평택시청,031-8024-4248,2024-03-08
41220-00479,소공원 2호(황해경제자유구역청 현덕지구),소공원,,경기도 평택시 현덕면 권관리 773-4,36.924402,126.906681,6047,,,,,,2016-06-17,경기도 평택시청,031-8024-4248,2024-03-08
41220-00480,소공원 7호(후사지구),소공원,,경기도 평택시 청북면 후사리 산84-10,37.034706,126.931324,1168,,,,,,2011-11-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00481,소공원 8호(후사지구),소공원,,경기도 평택시 청북면 후사리 산84-9,37.034892,126.929130,2975,,,,,,2011-11-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00482,소공원 9호(후사지구),소공원,,경기도 평택시 청북면 후사리 45-4,37.033994,126.928548,1002,,,,,,2011-11-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00483,지영희 소공원,소공원,,경기도 평택시 포승읍 만호리 681,36.969850,126.860485,29869.8,마라톤운동기+온몸근육풀기+하늘걷기,,,,,2012-07-26,경기도 평택시청,031-8024-4248,2024-03-08
41220-00484,제1호 어린이공원(하북리),어린이공원,,경기도 평택시 안중읍 현화리 산398-2임,36.983801,126.906289,3159,,,,,,2013-10-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00485,제2호 어린이공원 제131호(가재지구),어린이공원,,경기도 평택시 현덕면 화양리 산155,36.982224,126.903473,3734,,,,,,2013-10-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00486,제2호 어린이공원(견산리),어린이공원,,경기도 평택시 현덕면 운정리 358-56전,36.974026,126.898230,1547,,,,,,2013-10-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00487,제2호 어린이공원(브레인시티),어린이공원,,경기도 평택시 현덕면 운정리 445-9답,36.970085,126.899159,1504,,,,,,2013-10-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00488,제3호 어린이공원 제132호(가재지구),어린이공원,,경기도 평택시 현덕면 화양리 816-1답,36.968075,126.904438,3190,,,,,,2016-11-15,경기도 평택시청,031-8024-4248,2024-03-08
41220-00489,제3호 어린이공원(가곡리),어린이공원,,경기도 평택시 현덕면 화양리 868-14전,36.964858,126.905200,1890,,,,,,2013-10-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00490,제3호 어린이공원(브레인시티),어린이공원,,경기도 평택시 현덕면 도대리 산81-2구,36.964889,126.902212,2155,,,,,,2013-10-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00491,제4호 어린이공원(봉남리),어린이공원,,경기도 평택시 현덕면 화양리 816,36.968345,126.904173,2451,,,,,,2016-11-15,경기도 평택시청,031-8024-4248,2024-03-08
41220-00492,제4호 어린이공원(브레인시티),어린이공원,경기도 평택시 안중읍 안중로18번길 18,경기도 평택시 안중읍 현화리 859,36.983129,126.926768,3239.7,배드민턴장+배드민턴지주대+옆파도타기+온몸근육풀기+온몸허리돌리기+하늘걷기,고무매트포장+그네+그네보호대+모래포장+시소+조합놀이대+흔들놀이,육각형 음수전+화장실,,조형 출입기둥+집수정,1995-05-02,경기도 평택시청,031-8024-4248,2024-03-08
41220-00493,조개터 1호 어린이공원,어린이공원,,경기도 평택시 청북면 옥길리 1108,37.024696,126.913794,2159.8,고무칩포장+다리근육풀기+어깨근육풀기+온몸허리돌리기,고무칩포장+놀이집+조합놀이대+흔들놀이,,,배수로+수목보호대+우수관+집수정,2005-10-07,경기도 평택시청,031-8024-4248,2024-03-08
41220-00494,조개터2호 어린이공원,어린이공원,,경기도 평택시 청북면 옥길리 1056-3,37.024696,126.913794,1551.7,온몸허리돌리기+철봉 대형+철봉 소형+평행봉,고무칩포장+조합놀이대+흔들놀이,,,우수관+집수정+트랜치,2005-10-07,경기도 평택시청,031-8024-4248,2024-03-08
41220-00495,좌동 어린이공원,어린이공원,,경기도 평택시 포승읍 도곡리 1147,36.987462,126.846321,1500.1,고무매트포장+옆파도타기+온몸역기내리기+하늘걷기,그네+그네보호대+모래포장+조합놀이대,음수전,,ㄷ 자 옹벽+집수정,2000-09-27,경기도 평택시청,031-8024-4248,2024-03-08
41220-00496,좌울 어린이공원(동부 78호),어린이공원,,경기도 평택시 안중읍 현화리 820-5 820-7 551-8,36.986918,126.919066,2220,옆파도타기+온몸허리돌리기,고무매트포장+그네+그네보호대+시소+조합놀이대+흔들놀이,육각 음수전+자전거거치대,,수목보호대,1995-05-02,경기도 평택시청,031-8024-4248,2024-03-08
41220-00497,지산 어린이공원,어린이공원,,경기도 평택시 청북면 옥길리 1073,37.024696,126.913794,3832.1,자유철봉기+하늘걷기,고무칩포장+그네+그네보호대+조합놀이대,,,수목보호덮개,2009-12-28,경기도 평택시청,031-8024-4248,2024-03-08
41220-00498,지산이주단지 어린이공원,어린이공원,,경기도 평택시 청북면 옥길리 1148,37.024696,126.913794,1594.1,,고무칩포장+그네+그네보호대+시소+조합놀이대,,,우수관+우수배수로+집수정,2005-10-07,경기도 평택시청,031-8024-4248,2024-03-08
41220-00499,지장 어린이공원,어린이공원,,경기도 평택시 안중읍 현화리 840-2,36.981111,126.924214,6014.9,농구대+배드민턴장+배드민턴지주대+온몸허리돌리기+철봉+평행봉+하늘걷기+허리다리뻗기,고무매트포장+그네+그네보호대+시소+조합놀이대+흔들놀이,육각 음수전+화장실,,소화전+정구장 배수로+집수정,1995-05-02,경기도 평택시청,031-8024-4248,2024-03-08
41220-00500,청솔 어린이공원,어린이공원,,경기도 평택시 청북면 옥길리 1099,37.024696,126.913794,3942,,고무칩포장+조합놀이대,,,집수정+트랜치,2005-10-07,경기도 평택시청,031-8024-4248,2024-03-08
41220-00501,추팔 어린이공원,어린이공원,,경기도 평택시 청북면 옥길리 1092,37.016615,126.925231,1732.5,,고무칩포장+조합놀이대+흔들놀이,,,,2005-10-07,경기도 평택시청,031-8024-4248,2024-03-08
41220-00502,충혼 어린이공원,어린이공원,,경기도 평택시 청북면 옥길리 1164,37.028514,126.911493,2340.9,,개구리놀이+거미소리골+고무칩포장+그네+그네보호대+조합놀이대,,,수목보호틀+우수관+집수정,2005-10-07,경기도 평택시청,031-8024-4248,2024-03-08
41220-00503,통미 어린이공원,어린이공원,,경기도 평택시 안중읍 현화리 824-4,36.982991,126.918873,4652.4,마라톤운동기+배드민턴장+배드민턴지주대+온몸노젓기+하늘걷기,고무칩포장+그네+그네보호대+시소+조합놀이대+흔들놀이,음수전+화장실,,배수로+조형물출입문 기둥+집수정+트랜치,1995-05-02,경기도 평택시청,031-8024-4248,2024-03-08
41220-00504,통복 어린이공원,어린이공원,,경기도 평택시 안중읍 안중리 96-8,36.986820,126.935346,1540,,고무칩포장+버섯의자+조합놀이대+회전놀이대+흔들놀이,,,U형측구+집수정+흉관,2006-02-06,경기도 평택시청,031-8024-4248,2024-03-08
41220-00505,팽성 어린이공원,어린이공원,,경기도 평택시 안중읍 송담리 660,36.978327,126.931769,1518,,고무칩포장+버섯의자+시소+인공암벽놀이대+조합놀이대+회전놀이대,,,U형측구+수목보호판+집수정+흉관,2006-02-06,경기도 평택시청,031-8024-4248,2024-03-08
41220-00506,팽송 어린이공원,어린이공원,,경기도 평택시 안중읍 송담리 862,36.981261,126.929213,1525,,고무칩포장+그네+그네보호대+조합놀이대+흔들놀이,,,U형측구+수목보호판+집수정+흉관,2006-02-06,경기도 평택시청,031-8024-4248,2024-03-08
41220-00507,평일 어린이공원,어린이공원,,경기도 평택시 안중읍 송담리 222,36.982318,126.939276,1506,,고무칩포장+시소+조합놀이대+천자문놀이판+회전놀이대+흔들놀이,,,수목보호판+집수정+흉관,2006-02-06,경기도 평택시청,031-8024-4248,2024-03-08
41220-00508,포스코더샵 어린이공원,어린이공원,,경기도 평택시 안중읍 송담리 266-4,36.981114,126.933441,1513,발바닥지압걷기,고무칩포장+미끄럼틀+조합놀이대,,,수목보호판+집수정+흉관,2006-02-06,경기도 평택시청,031-8024-4248,2024-03-08
41220-00509,풍물 제2호 어린이공원(모산영신지구),어린이공원,,경기도 평택시 현덕면 인광리 414,36.961983,126.918816,4600,,,,,,2008-07-10,경기도 평택시청,031-8024-4248,2024-03-08
41220-00510,풍진 어린이공원(폐지),어린이공원,,경기도 평택시 현덕면 권관리 796-6,36.926889,126.906183,1500,,,,,,2016-06-17,경기도 평택시청,031-8024-4248,2024-03-08
41220-00511,하늘 어린이공원(소사벌택지 7호),어린이공원,,경기도 평택시 포승읍 도곡리 1134,36.989990,126.844522,1500.2,마라톤+어깨근육풀기+옆파도타기+온몸돌리기(3인용)+하늘걷기,고무매트포장+그네(2인용)+그네보호대+조합놀이대+흔들놀이,음수전+자전거거치대,,문자+기호+집수정 A형+집수정 B형,2000-09-27,경기도 평택시청,031-8024-4248,2024-03-08
41220-00512,하서재 어린이공원(서재지구 76호),어린이공원,,경기도 평택시 청북면 옥길리 1160,37.019934,126.909408,4185.1,,,,,수목보호틀+집수정+트랜치,2005-10-07,경기도 평택시청,031-8024-4248,2024-03-08
41220-00513,한방 어린이공원,어린이공원,,경기도 평택시 청북면 옥길리 1294,37.024696,126.913794,2930.3,농구대+농구장+배드민턴대+배드민턴장,고무칩포장+그네+그네보호대+조합놀이대+흔들놀이,,,목책+우수관+집수정+측구수로관,2005-10-07,경기도 평택시청,031-8024-4248,2024-03-08
41220-00514,합정 어린이공원,어린이공원,,경기도 평택시 안중읍 현화리 843-3,36.983102,126.923314,4875.4,등허리지압기+마라톤달리기+배드민턴장+배드민턴지주대+어깨근육풀기+옆파도타기+온몸노젓기+하늘걷기,고무칩포장+그네+그네보호대+시소+조합놀이대+흔들놀이,음수전+화장실,,상수관+연결관+제수변+집수정+트랜치,1995-05-02,경기도 평택시청,031-8024-4248,2024-03-08
41220-00515,합정새롬 어린이공원,어린이공원,,경기도 평택시 청북면 옥길리 1065-18,37.014168,126.907382,1510.3,다리 근육풀기(철봉형)+평행봉,고무매트포장+조합놀이대+흔들놀이,,,집수정,2005-10-07,경기도 평택시청,031-8024-4248,2024-03-08
41220-00516,율북 체육공원,체육공원,,경기도 평택시 청북면 율북리 886답,37.057420,126.979386,16082,,,,,,2015-10-15,경기도 평택시청,031-8024-4248,2024-03-08
41220-00517,드림 체육공원,체육공원,,경기도 평택시 청북면 율북리 867답,37.062376,126.970077,15224,,,,,,2015-10-15,경기도 평택시청,031-8024-4248,2024-03-08
41220-00518,으뜸 체육공원(청북지구 택지개발),체육공원,,경기도 평택시 청북면 옥길리 1072,37.019934,126.909408,11023,농구장+풋살장+다리근육풀기+벽걸이농구대+온몸노젓기+온몸역기올리기+온몸허리돌리기+인라인(스케이트보드)장+인라인시설 大+인라인시설 小+인라인평균대+풋살장펜스(의자일체형),,음수전+자전거거치대+화장실,,수도미터기+오수맨홀+자연석쌓기+집수정+통신 맨홀+트랜치+한전 맨홀,2005-10-07,경기도 평택시청,031-8024-4248,2024-03-08
41220-00519,12호 근린공원(고덕국제화지구),근린공원,,경기도 평택시 고덕면 좌교리 353임,37.041582,127.020765,99999,,,,,,2010-01-29,경기도 평택시청,031-8024-4248,2024-03-08
41220-00520,큰나루 근린공원,근린공원,,경기도 평택시 포승읍 만호리 471-4,36.954857,126.862459,99999,,,,,,2013-09-03,경기도 평택시청,031-8024-4248,2024-03-08
41220-00521,높은들 근린공원,근린공원,,경기도 평택시 신대동 16-4,36.996059,127.079500,99999,,,,,,2016-05-19,경기도 평택시청,031-8024-4248,2024-03-08
41220-00522,10호소공원(세교 지구단위),소공원,경기도 평택시 평택로 192 (세교동),경기도 평택시 세교동 196-1번지,37.001779,127.076907,99999,,,,,,2016-08-12,경기도 평택시청,031-8024-4248,2024-03-08
41220-00523,1호 소공원(장당지구),소공원,,경기도 평택시 장당동 175-1,37.031648,127.069598,99999,,,,,,2016-08-12,경기도 평택시청,031-8024-4248,2024-03-08
41220-00524,1호 소공원(지제지구),소공원,경기도 평택시 경기대로 701 (지제동),경기도 평택시 지제동 567-3,37.011929,127.072227,99999,,,,,,2016-08-12,경기도 평택시청,031-8024-4248,2024-03-08
41220-00525,1호 소공원(진위3지구),소공원,,경기도 평택시 진위면 견산리 347-1,37.107398,127.074994,99999,,,,,,2016-08-12,경기도 평택시청,031-8024-4248,2024-03-08
41220-00526,담소 소공원,소공원,,경기도 평택시 포승읍 희곡리 507-1,36.949401,126.870515,99999,,,,,,2013-09-03,경기도 평택시청,031-8024-4248,2024-03-08
41220-00527,통복 소공원1호(통복지구),소공원,,경기도 평택시 통복동 233-2,36.995338,127.072654,99999,,,,,,2016-05-19,경기도 평택시청,031-8024-4248,2024-03-08
41220-00528,희여울 수변공원,수변공원,,경기도 평택시 포승읍 희곡리 501,36.950117,126.870537,99999,,,,,,2013-09-03,경기도 평택시청,031-8024-4248,2024-03-08
41220-00529,합정푸른 어린이공원(폐지),어린이공원,,경기도 평택시 고덕면 해창리 456-3임,37.038560,127.018765,99999,,,,,,2010-01-29,경기도 평택시청,031-8024-4248,2024-03-08
41220-00530,해모 어린이공원(청북지구 택지개발),어린이공원,,경기도 평택시 포승읍 희곡리 495-11,36.950203,126.873969,99999,,,,,,2013-09-03,경기도 평택시청,031-8024-4248,2024-03-08
41220-00531,햇살 어린이공원(롯테캐슬),어린이공원,,경기도 평택시 통복동 235-3,36.995064,127.073554,99999,,,,,,2016-05-19,경기도 평택시청,031-8024-4248,2024-03-08
41220-00532,향촌 어린이공원,어린이공원,,경기도 평택시 현덕면 인광리 405-107번지,36.963210,126.921585,99999,,,,,,2016-08-12,경기도 평택시청,031-8024-4248,2024-03-08
41220-00533,화경 어린이공원,어린이공원,,경기도 평택시 합정동 835,36.990830,127.093891,99999,,,,,,2016-08-12,경기도 평택시청,031-8024-4248,2024-03-08
41220-00392,역사공원 1호(고덕국제화지구  두릉리),역사공원,,경기도 평택시 고덕면 두릉리 646대,37.057106,127.018941,88595,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00535,송당소공원,소공원,,경기도 평택시 팽성읍 송화리 125-1,36.955098,127.051604,99999,,,,,,2022-08-26,경기도 평택시청,031-8024-4248,2024-03-08
41220-00535,동말 근린공원,근린공원,,경기도 평택시 고덕면 당현리 457답,37.059960,127.030100,23428,,,,,,2020-01-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00536,참나무 소공원,소공원,,경기도 평택시 고덕면 해창리 1274-1,37.027280,127.015500,5067,,,,,,2019-04-27,경기도 평택시청,031-8024-4248,2024-03-08
41220-00537,통복2 소공원,소공원,,경기도 평택시 통복동 22-2,36.998617,127.083091,630,,,,,,2016-08-12,경기도 평택시청,031-8024-4248,2024-03-08
